"model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","CL","V","Ka","RSV","OMEGA(1,1)","OMEGA(2,2)","OMEGA(3,3)","SIGMA(1,1)","seCL","seV","seKa","seRSV","seOMEGA(1,1)","seOMEGA(2,2)","seOMEGA(3,3)","seSIGMA(1,1)","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_eta3(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8"
149,1,1,1,1,1,0,0,0,0,0,0,0,2.8,NA,FOCE_I,0:01:00,41.27,11.86,4701.19744369865,1.40804,4.17719,-0.0368231,0.196239,0.125951,0.100997,0.0559384,1,0.0364101,0.036924,0.0835541,0.00895694,0.0196146,0.0236205,0.0463007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:01:00,32.05,9.3,4631.53455354562,1.39667,4.25766,-0.226674,0.186422,0.0929654,0.0872368,0.110451,1,0.0325254,0.0367257,0.0876456,0.00708229,0.0184919,0.0180849,0.0507136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,1,1,1,1,1,0,0,0,0,0,0,0,2.4,NA,FOCE_I,0:01:00,22.74,11.17,4590.22858522231,1.42159,4.25451,-0.00670987,0.182508,0.102983,0.101478,0.0330337,1,0.0362206,0.0348361,0.0759863,0.00788353,0.0155454,0.0177719,0.0288448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,1,1,1,1,1,0,0,0,0,0,0,0,2,NA,FOCE_I,0:01:00,27.06,10.23,4661.13246354392,1.44626,4.24079,-0.0832894,0.195091,0.108812,0.071823,0.0619183,1,0.0341204,0.0323767,0.0835203,0.00776149,0.0193643,0.0131631,0.0404532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,1,1,1,1,1,0,0,0,0,0,0,0,2.3,NA,FOCE_I,0:01:00,32.37,14.27,4733.34477866523,1.40398,4.22419,0.0165806,0.203135,0.12973,0.0897265,0.103201,1,0.0385626,0.0358481,0.0862643,0.0086633,0.0192625,0.0179312,0.0675542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,1,1,1,1,1,0,0,0,0,0,0,0,2.6,NA,FOCE_I,0:02:00,48.36,12.07,4617.45384566528,1.38336,4.27881,0.0511161,0.187291,0.0845057,0.0956175,0.0709908,1,0.0328035,0.0354833,0.100684,0.0098409,0.0181271,0.0169548,0.0629075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,1,1,1,1,1,0,0,0,0,0,0,0,2.2,NA,FOCE_I,0:01:00,27.55,12.25,4570.40237725551,1.38684,4.28262,-0.170911,0.177663,0.085931,0.0786908,0.0733405,1,0.0340731,0.0347133,0.0780422,0.00811627,0.0133378,0.0132252,0.0420892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,1,1,1,1,1,0,0,0,0,0,0,0,2.6,NA,FOCE_I,0:01:00,36.26,12.78,4686.17791293165,1.41522,4.20753,-0.0275486,0.211887,0.0809345,0.067152,0.0517734,1,0.0299436,0.0347243,0.0858975,0.00969129,0.0175377,0.0147539,0.0514548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:01:00,24.06,15.09,4623.58409664504,1.35571,4.29765,0.191748,0.197424,0.0927903,0.058371,0.00147528,1,0.0343446,0.0313772,0.0716359,0.00747595,0.0153493,0.0135761,0.00215443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,1,1,1,1,1,0,0,0,0,0,1,0,2.3,NA,FOCE_I,0:01:00,35.57,14.03,4593.37038041779,1.39081,4.24269,-0.166612,0.184576,0.0598016,0.0984683,0.0828206,1,0.0293695,0.0374814,0.10001,0.00829399,0.0103247,0.0157468,0.0576023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,1,1,1,1,1,0,0,0,0,0,1,0,2.1,NA,FOCE_I,0:01:00,62,11.48,4646.78580160477,1.3808,4.24862,-0.00426387,0.192325,0.113823,0.0926361,0.0179223,1,0.0364857,0.0392339,0.0885353,0.00760884,0.0188445,0.0173884,0.0414291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,1,1,1,1,1,0,0,0,0,0,1,0,2.3,NA,FOCE_I,0:01:00,69.39,13.3,4592.48005928938,1.40483,4.26471,0.0445267,0.187766,0.126408,0.0655686,0.0724175,1,0.0393949,0.0352046,0.112728,0.0123427,0.0238098,0.0158114,0.0566722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,1,1,1,1,1,0,0,0,0,0,1,0,2.5,NA,FOCE_I,0:01:00,30.56,10.4,4743.15202282326,1.34895,4.1434,-0.193578,0.194273,0.0992207,0.0927632,0.116165,1,0.0322861,0.0367431,0.0865883,0.00754177,0.0175274,0.0236499,0.0534316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,1,1,1,1,1,0,0,0,0,0,0,0,2.2,NA,FOCE_I,0:01:00,29.52,11.95,4608.88954952351,1.40593,4.28016,-0.138982,0.178265,0.103961,0.0911667,0.0919882,1,0.0360864,0.0365008,0.104233,0.00719444,0.0161156,0.0183127,0.0463266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,1,1,1,1,1,0,0,0,0,0,0,0,2.2,NA,FOCE_I,0:01:00,38.73,12.7,4636.62310420762,1.38983,4.32895,-0.119061,0.1962,0.104085,0.118846,0.0725195,1,0.0365842,0.0408508,0.100981,0.010108,0.0171099,0.019871,0.0929541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:01:00,27.81,10.84,4566.15624655202,1.43935,4.24499,-0.252724,0.18047,0.089272,0.11981,0.0335611,1,0.0343205,0.0375405,0.075951,0.00769353,0.0146002,0.0193349,0.0399199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,1,1,1,1,1,0,0,0,0,0,0,0,2.4,NA,FOCE_I,0:01:00,40.05,11.11,4639.88865282214,1.41941,4.20056,-0.152095,0.203273,0.0943939,0.0685741,0.0805542,1,0.0322573,0.0382997,0.0849414,0.00956349,0.0151909,0.0253585,0.0645293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:01:00,46.82,13.26,4695.37998387487,1.43884,4.16028,-0.160747,0.207617,0.0814013,0.0921161,0.0203922,1,0.0294808,0.0404772,0.0880069,0.00849266,0.014062,0.0236729,0.052014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:01:00,30.37,11.76,4559.55416620019,1.40215,4.27086,-0.0568367,0.180562,0.0821404,0.0842582,0.0927774,1,0.0327596,0.0343998,0.0855235,0.00732478,0.0131978,0.0138658,0.0593208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:01:00,38.67,13.78,4713.9635338403,1.37774,4.25631,0.0304105,0.209802,0.081167,0.0880865,0.0794776,1,0.0322548,0.0370049,0.0984293,0.00853685,0.0132434,0.0176101,0.0521728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:01:00,34.78,13.44,4596.09172851387,1.43539,4.28031,-0.0408711,0.192891,0.0805866,0.116074,0.0724207,1,0.0312528,0.0367499,0.0845124,0.00809272,0.0123653,0.0230087,0.0630108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,1,1,1,1,1,0,0,0,0,0,0,0,2.3,NA,FOCE_I,0:01:00,25.41,15.27,4624.8906286932,1.39779,4.27078,-0.0797581,0.187472,0.0860473,0.0866136,0.0929953,1,0.0325026,0.0359832,0.088967,0.00820943,0.0133516,0.0222343,0.0544284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,1,1,1,1,1,0,0,0,0,0,0,0,2.6,NA,FOCE_I,0:01:00,28.25,12.48,4629.42119654414,1.41482,4.29331,-0.0112123,0.200932,0.0828915,0.0846734,0.0436019,1,0.0333826,0.0359244,0.0812807,0.0089155,0.0140458,0.0150405,0.0559017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,1,1,1,1,1,0,0,0,0,0,0,0,2.3,NA,FOCE_I,0:01:00,56.81,12.11,4673.60192755492,1.38338,4.22573,-0.0960458,0.20717,0.0943092,0.0633926,1.21266e-019,1,0.0342861,0.0342937,0.0724352,0.00787123,0.0159122,0.0143531,7.69527e-020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,1,1,1,1,1,0,0,0,0,0,0,0,2,NA,FOCE_I,0:01:00,44.11,13.13,4639.43783037904,1.38912,4.2339,0.00868464,0.18314,0.0884356,0.120948,0.0999145,1,0.0341159,0.0404161,0.100114,0.00790511,0.0178785,0.0212583,0.0582217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,1,1,1,1,1,0,0,0,0,0,0,0,2.4,NA,FOCE_I,0:01:00,29.45,15.55,4595.99168166649,1.45565,4.21704,0.0118744,0.174439,0.0704898,0.113316,0.114607,1,0.0291088,0.0372734,0.0859158,0.00899578,0.0126008,0.0184345,0.0472618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,1,1,1,1,1,0,0,0,0,0,0,0,2.5,NA,FOCE_I,0:01:00,35.76,11.13,4604.21901476994,1.42441,4.23097,-0.0285561,0.194441,0.0759992,0.0881138,0.0883095,1,0.0297167,0.0368799,0.0996723,0.00850245,0.0139164,0.0191987,0.0630466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,1,1,1,1,1,0,0,0,0,0,0,0,2.2,NA,FOCE_I,0:01:00,39.74,9.91,4565.9783686627,1.44662,4.17203,-0.158091,0.178279,0.0899665,0.0939676,0.0979435,1,0.0323708,0.0369139,0.0889555,0.0076006,0.0141787,0.017941,0.0535933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:02:00,45.3,15.89,4627.20153142628,1.41327,4.23374,0.0981691,0.193453,0.0620656,0.128436,0.046476,1,0.0282419,0.0416065,0.0841532,0.0106844,0.0106112,0.0226218,0.109947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:01:00,33.91,12.07,4714.16650073386,1.41045,4.21502,-0.0692956,0.203126,0.0933764,0.0972876,0.0296112,1,0.0356605,0.0396223,0.0866327,0.00743,0.0174337,0.0199241,0.0608591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,1,1,1,1,1,0,0,0,0,0,1,0,2.2,NA,FOCE_I,0:01:00,28.67,12.56,4586.7552161666,1.40661,4.27529,0.0530699,0.189062,0.0868198,0.0922979,0.0316551,1,0.03189,0.0370317,0.0875712,0.00872879,0.0127379,0.0161568,0.0550366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:02:00,86,12.27,4534.33132099847,1.47004,4.23015,0.015781,0.173601,0.117134,0.0822835,0.0217451,1,0.0356978,0.033125,0.0767428,0.00746973,0.0158076,0.0169586,0.0315653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,1,1,1,1,1,0,0,0,0,0,1,0,2.2,NA,FOCE_I,0:02:00,39.81,12.84,4589.64063659504,1.44185,4.24222,-0.0932544,0.179346,0.07678,0.0598566,0.132629,1,0.0291353,0.032533,0.0914037,0.00741563,0.0133878,0.0126835,0.0913321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182,1,1,1,1,1,0,0,0,0,0,1,0,2.6,NA,FOCE_I,0:02:00,62.11,11.79,4653.24494396528,1.39448,4.26857,-0.0122475,0.19498,0.12253,0.103816,0.0490979,1,0.038552,0.0385132,0.085108,0.00953862,0.0201609,0.0190999,0.0721475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,1,1,1,1,1,0,0,0,0,0,0,0,2.7,NA,FOCE_I,0:02:00,33.46,14.37,4708.61231726314,1.38197,4.22619,0.172155,0.201242,0.114364,0.089129,0.0852966,1,0.0349769,0.0353726,0.120327,0.00886174,0.0200639,0.0190616,0.0741432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,1,1,1,1,1,0,0,0,0,0,0,0,2.5,NA,FOCE_I,0:01:00,29.4,11.16,4630.8275216317,1.40335,4.21957,-0.137167,0.183734,0.102284,0.0938301,0.113256,1,0.0347057,0.0357039,0.0809549,0.00870254,0.0140638,0.0156893,0.068993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:01:00,32.55,12,4631.2666136813,1.38734,4.25403,0.0467562,0.190829,0.0986924,0.119801,0.0474719,1,0.0368956,0.0388668,0.176311,0.00925492,0.01444,0.0182514,0.125197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:01:00,30.66,9.68,4689.75178291948,1.43175,4.17423,-0.181051,0.190956,0.0976759,0.0966232,0.0750396,1,0.0338117,0.0371143,0.0757191,0.00951961,0.0188953,0.0151182,0.0272475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:01:00,28.43,15.5,4591.67948045912,1.38323,4.29415,-0.0341346,0.185786,0.0963756,0.0649708,0.0535949,1,0.0336355,0.0327688,0.0773493,0.00769644,0.016554,0.0124067,0.0446176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,1,1,1,1,1,0,0,0,0,0,0,0,2.5,NA,FOCE_I,0:01:00,30.2,11.36,4687.28891301733,1.36594,4.16979,-0.170155,0.187695,0.0970223,0.102872,5.17621e-006,1,0.0347749,0.041874,0.0803673,0.00723848,0.0211015,0.026248,3.42411e-006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:01:00,32.21,11.23,4601.92177964872,1.42951,4.22613,-0.16492,0.184068,0.086897,0.0916481,0.111905,1,0.033745,0.0358401,0.0954814,0.00673398,0.01593,0.0166068,0.0498299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,1,1,1,1,1,0,0,0,0,0,0,0,2.3,NA,FOCE_I,0:01:00,36.24,10.29,4655.05098801432,1.41429,4.16881,-0.161795,0.188693,0.0917735,0.0785639,0.0849073,1,0.032528,0.0341494,0.0846713,0.00872861,0.0143269,0.0178569,0.0461412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,1,1,1,1,1,0,0,0,0,0,0,0,2.5,NA,FOCE_I,0:01:00,31.53,11.77,4713.24612108594,1.40797,4.24075,-0.0516123,0.206099,0.0887237,0.0973171,0.0686843,1,0.0330365,0.0366514,0.0839983,0.00840766,0.0170597,0.0205025,0.056859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:01:00,38.92,13.2,4650.51610048937,1.41936,4.24973,-0.137823,0.190873,0.109084,0.0964905,0.0558134,1,0.0386608,0.0377381,0.0838067,0.00834326,0.0196779,0.0191072,0.0461951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,1,1,1,1,1,0,0,0,0,0,0,0,2.2,NA,FOCE_I,0:01:00,38.63,13.13,4603.62174562336,1.47692,4.22893,-0.139034,0.19773,0.0919025,0.0664351,0.102374,1,0.0326515,0.0346886,0.108696,0.0119492,0.0123125,0.0188063,0.0736728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194,1,1,1,1,1,0,0,0,0,0,0,0,2.3,NA,FOCE_I,0:01:00,46.63,14.09,4608.6428628782,1.40872,4.22381,-0.00365898,0.184233,0.0637671,0.118676,0.107587,1,0.0296386,0.037565,0.0979426,0.00758441,0.0100652,0.0233452,0.0642657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195,1,1,1,1,1,0,0,0,0,0,0,0,2.6,NA,FOCE_I,0:01:00,37.07,17.34,4652.07151398918,1.37585,4.31805,0.104224,0.204819,0.119167,0.0877687,0.0276359,1,0.0393395,0.0372724,0.0846091,0.0092624,0.0175514,0.0170397,0.0495818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,1,1,1,1,1,0,0,0,0,0,0,0,2.3,NA,FOCE_I,0:01:00,24.54,10.58,4553.18495084285,1.47654,4.18853,-0.125573,0.178453,0.0924286,0.082199,0.0557823,1,0.0314783,0.034616,0.0765123,0.00760359,0.0144464,0.0164642,0.029118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,1,1,1,1,1,0,0,0,0,0,0,0,2.2,NA,FOCE_I,0:01:00,48.3,10.89,4567.77397325666,1.4024,4.22235,0.0682665,0.181809,0.0869451,0.0753347,0.0820026,1,0.0321722,0.0336929,0.093931,0.00791068,0.0144014,0.017269,0.0446987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,1,1,1,1,1,0,0,0,0,0,0,0,2.8,NA,FOCE_I,0:01:00,37.3,13.36,4623.17393057582,1.42821,4.18134,-0.0948951,0.199726,0.0678172,0.0746983,0.0729259,1,0.0304099,0.0388795,0.0979449,0.00893548,0.012431,0.016387,0.0626183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,1,1,1,1,1,0,0,0,0,0,2,0,2,NA,FOCE_I,0:01:00,63.62,11.95,4618.64066416006,1.37813,4.27986,-0.0304428,0.18374,0.101658,0.101555,0.00245151,1,0.0336094,0.0384529,0.0948321,0.00756272,0.0179025,0.023034,0.115693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,1,1,1,1,1,0,0,0,0,0,1,0,2.1,NA,FOCE_I,0:01:00,60.88,12.83,4606.55224425575,1.44586,4.25423,-0.0891061,0.175765,0.0905228,0.138345,0.140708,1,0.0321095,0.0392425,0.0892733,0.00828521,0.0138256,0.0222356,0.108404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,1,1,1,1,1,0,0,0,0,0,1,0,2.1,NA,FOCE_I,0:01:00,47.25,11.75,4680.88674075447,1.41558,4.19729,-0.123673,0.203318,0.0963182,0.0590226,0.196063,1,0.0334285,0.0344881,0.107724,0.00868885,0.0164851,0.0219832,0.0646413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,1,1,1,1,1,0,0,0,0,0,1,0,2.4,NA,FOCE_I,0:01:00,50.99,12.59,4717.49898412986,1.40117,4.19501,-0.057244,0.194235,0.112172,0.134916,0.158968,1,0.0387552,0.0414659,0.100187,0.00806934,0.0199232,0.0255153,0.0635712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,1,1,1,1,1,0,0,0,0,0,0,0,2.3,NA,FOCE_I,0:01:00,45.46,13.67,4619.14016924239,1.34529,4.26529,-0.0398114,0.185274,0.0959308,0.0975078,0.0782323,1,0.0359094,0.0367228,0.0978645,0.00887323,0.0182663,0.016831,0.0558815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:01:00,38.31,11.06,4617.64874308133,1.45715,4.19599,-0.0574111,0.183806,0.0747454,0.0799833,0.0776948,1,0.0309553,0.0365358,0.0998239,0.00808066,0.0114955,0.021773,0.0490569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:01:00,24.62,12.34,4569.81776263921,1.42546,4.26941,-0.0187548,0.202613,0.0818008,0.0425334,0.0467326,1,0.031989,0.0313479,0.0915947,0.00772197,0.0133302,0.0139012,0.0357152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,1,1,1,1,1,0,0,0,0,0,1,0,2.4,NA,FOCE_I,0:02:00,54.48,12.66,4588.73620494705,1.45314,4.22879,-0.123692,0.18098,0.0988617,0.10813,0.0613376,1,0.0335894,0.0365828,0.0798838,0.00785669,0.0161489,0.0188144,0.0768451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:02:00,55.02,13.27,4670.97723557798,1.4135,4.23463,0.0860484,0.19026,0.112468,0.0928369,0.104884,1,0.03608,0.0352061,0.109562,0.00791805,0.0172582,0.0167203,0.0666966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,1,1,1,1,1,0,0,0,0,0,1,0,2.2,NA,FOCE_I,0:01:00,53.42,11.69,4576.52706213708,1.4555,4.26607,-0.0184197,0.194533,0.0796619,0.064258,0.0376444,1,0.0317992,0.0350162,0.0780344,0.00790668,0.0160515,0.0130411,0.0405867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209,1,1,1,1,1,0,0,0,0,0,0,0,2.3,NA,FOCE_I,0:01:00,46.45,12.05,4650.6255271621,1.36413,4.26389,0.188775,0.188619,0.131859,0.0699901,0.116961,1,0.037573,0.0320141,0.11151,0.00831687,0.0205195,0.01191,0.0996199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210,1,1,1,1,1,0,0,0,0,0,0,0,2.2,NA,FOCE_I,0:01:00,23.8,12.82,4640.74597268857,1.41562,4.23084,-0.0670951,0.18932,0.100314,0.0980125,0.0224341,1,0.034976,0.0334842,0.0689726,0.00834199,0.0162163,0.0170807,0.036122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:01:00,32.12,10.84,4535.83278282515,1.52087,4.23067,-0.139151,0.177117,0.0790303,0.0896462,0.0769087,1,0.0318401,0.0373382,0.0882653,0.00785865,0.01168,0.0156414,0.0593708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,1,1,1,1,1,0,0,0,0,0,0,0,2.2,NA,FOCE_I,0:01:00,52.92,12.97,4724.8333456874,1.35869,4.18523,0.000443942,0.17996,0.14595,0.122361,0.130836,1,0.0403847,0.0393615,0.093632,0.00900886,0.0210176,0.0223739,0.0571518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,1,1,1,1,1,0,0,0,0,0,1,0,2.4,NA,FOCE_I,0:02:00,61.64,12.85,4592.88920189954,1.40866,4.23277,0.00738857,0.189973,0.0788665,0.0988163,3.97746e-008,1,0.0333797,0.0383769,0.073112,0.00826179,0.0148068,0.020018,1.78748e-008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,1,1,1,1,1,0,0,0,0,0,0,0,2.2,NA,FOCE_I,0:01:00,31.68,13.06,4730.67940679377,1.37385,4.18171,-0.13832,0.197745,0.122682,0.0840765,0.0931246,1,0.0391073,0.0366129,0.0901006,0.00988409,0.0192882,0.0181096,0.0461704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,1,1,1,1,1,0,0,0,0,0,0,0,2,NA,FOCE_I,0:01:00,33.6,9.79,4618.63270648505,1.48373,4.21747,-0.0928813,0.201737,0.0652899,0.0714477,0.122014,1,0.0295479,0.0356092,0.0974924,0.00906212,0.0124605,0.0167402,0.0718716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,1,1,1,1,1,0,0,0,0,0,0,0,2.5,NA,FOCE_I,0:01:00,33.76,9.3,4653.64268604114,1.4274,4.2299,-0.196895,0.196717,0.0739682,0.0946013,0.0509996,1,0.030177,0.0391829,0.0897746,0.00904607,0.0137161,0.0200312,0.0325589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,1,1,1,1,1,0,0,0,0,0,0,0,2.2,NA,FOCE_I,0:01:00,33.88,11.06,4619.55332580095,1.41682,4.24734,-0.045404,0.199551,0.0877588,0.0749475,0.21138,1,0.0332827,0.0360287,0.132128,0.00796196,0.0179752,0.0139697,0.0920305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,1,1,1,1,1,0,0,0,0,0,0,0,2.3,NA,FOCE_I,0:02:00,41.8,14.56,4640.36868933234,1.39621,4.23651,0.0549441,0.186406,0.10865,0.126414,0.0610903,1,0.0348006,0.0397778,0.102799,0.00788068,0.0173913,0.0219797,0.0790967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,1,1,1,1,1,0,0,0,0,0,0,0,2,NA,FOCE_I,0:02:00,31.7,14.55,4577.11583021633,1.43202,4.23932,0.0447722,0.180962,0.106187,0.106978,3.15682e-005,1,0.0342188,0.0359967,0.0605566,0.00791388,0.0159492,0.0169225,2.52227e-005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,1,1,1,1,1,0,0,0,0,0,0,0,2.7,NA,FOCE_I,0:02:00,53.32,13.3,4639.966036157,1.43422,4.30011,-0.0599829,0.189538,0.0997026,0.0871106,0.179354,1,0.0357815,0.0346051,0.100006,0.00853554,0.0146277,0.0161941,0.0693505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:01:00,52.03,13.41,4683.44034661776,1.3999,4.24022,-0.222269,0.207743,0.100319,0.0915767,1.96248e-007,1,0.0339458,0.03455,0.0624759,0.00761427,0.0146282,0.0156753,8.81021e-007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,1,1,1,1,1,0,0,0,0,0,0,0,3.6,NA,FOCE_I,0:01:00,30.97,14.33,4623.54204439826,1.43848,4.2525,-0.0393057,0.19306,0.0842445,0.0833666,0.238103,1,0.0311224,0.03571,0.0972566,0.00840106,0.0155004,0.0195631,0.0775418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
