"model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","CL","V","Ka","RSV","OMEGA(1,1)","OMEGA(2,2)","OMEGA(3,3)","SIGMA(1,1)","seCL","seV","seKa","seRSV","seOMEGA(1,1)","seOMEGA(2,2)","seOMEGA(3,3)","seSIGMA(1,1)","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_eta3(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8"
471,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:01:00,44.6,13.66,4642.19911200241,1.40242,4.21114,-0.127553,0.189693,0.111394,0.0826282,0.0903493,1,0.0354409,0.0345589,0.0897844,0.00801796,0.0200218,0.0154773,0.0597658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,1,1,1,1,1,0,0,0,0,0,2,0,2.3,NA,FOCE_I,0:01:00,67.11,13.62,4594.4890298977,1.4321,4.16474,-0.213988,0.171845,0.0849796,0.157569,0.117648,1,0.0325296,0.0436761,0.0964383,0.00801035,0.0130929,0.0229498,0.0513059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473,1,1,1,1,1,0,0,0,0,0,0,0,2.5,NA,FOCE_I,0:01:00,27.8,12.78,4685.80435040094,1.41884,4.22576,-0.202809,0.202791,0.0671918,0.0843796,0.137591,1,0.0295055,0.0362678,0.0920022,0.0093214,0.0138592,0.0177209,0.0699884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,1,1,1,1,1,0,0,0,0,0,0,0,2.4,NA,FOCE_I,0:01:00,39.77,15.74,4606.99379316948,1.44491,4.30891,-0.0452551,0.183992,0.0956061,0.101701,0.162052,1,0.0337604,0.0365028,0.0999764,0.00894919,0.0170903,0.0187536,0.0556403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
475,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:01:00,36.27,15.07,4634.2897492493,1.38981,4.17681,-0.146109,0.186725,0.0963461,0.092607,0.042016,1,0.031941,0.0341055,0.0699441,0.00734882,0.014012,0.0196165,0.0469349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
476,1,1,1,1,1,0,0,0,0,0,0,0,2.8,NA,FOCE_I,0:01:00,32.92,15.05,4667.42040497843,1.35563,4.26343,-0.129516,0.190969,0.0823344,0.102413,0.0985272,1,0.0330763,0.0350822,0.0935831,0.00793915,0.014347,0.019032,0.0698443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477,1,1,1,1,1,0,0,0,0,0,0,0,2.7,NA,FOCE_I,0:01:00,36.52,12.93,4671.38222096628,1.4351,4.19986,-0.148338,0.19326,0.0848632,0.0792919,0.0990972,1,0.0338287,0.0369617,0.109902,0.00800033,0.0133734,0.01624,0.0685883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,1,1,1,1,1,0,0,0,0,0,0,0,2.6,NA,FOCE_I,0:02:00,31.71,15.09,4626.346490172,1.44461,4.2553,-0.0944883,0.188849,0.0964754,0.0935482,0.0626253,1,0.0347457,0.0367919,0.078614,0.00771389,0.0173772,0.0193445,0.0452757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479,1,1,1,1,1,0,0,0,0,0,0,0,2.2,NA,FOCE_I,0:01:00,39.38,9.95,4647.41330637823,1.42771,4.24646,-0.148053,0.203596,0.0796994,0.0753087,0.0718638,1,0.0347451,0.0379895,0.116499,0.00896265,0.0121157,0.0205634,0.040967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:01:00,42.66,11.27,4582.83354033248,1.45137,4.2389,-0.052135,0.18098,0.0716593,0.0900647,0.0887813,1,0.0282574,0.033919,0.0854608,0.00773499,0.0125267,0.015906,0.0484466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481,1,1,1,1,1,0,0,0,0,0,0,0,2.6,NA,FOCE_I,0:01:00,43.43,12.12,4691.00000971176,1.34205,4.24826,0.104407,0.199641,0.085411,0.101786,0.0546297,1,0.0338361,0.0386623,0.0850566,0.00859504,0.014137,0.0200536,0.0435652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482,1,1,1,1,1,0,0,0,0,0,0,0,2.3,NA,FOCE_I,0:01:00,33.14,11.23,4652.43309331936,1.38045,4.25279,-0.148985,0.198065,0.0903139,0.0976915,0.0353824,1,0.0336458,0.0390606,0.0876074,0.00877678,0.0177853,0.0196139,0.0411395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,1,1,1,1,1,0,0,0,0,0,0,0,2.7,NA,FOCE_I,0:01:00,35.88,10.83,4667.76751479082,1.3824,4.19654,-0.0947257,0.197935,0.07713,0.0995313,0.0190804,1,0.0335249,0.0390047,0.107031,0.00862893,0.0145803,0.0240407,0.0875883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,1,1,1,1,1,0,0,0,0,0,0,0,2.4,NA,FOCE_I,0:01:00,53.84,12.99,4605.80876682333,1.4119,4.24232,-0.0700786,0.196275,0.0581184,0.103818,0.0546361,1,0.0283225,0.0375255,0.0869137,0.00824312,0.0095264,0.0189958,0.0568297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,1,1,1,1,1,0,0,0,0,0,0,0,2.4,NA,FOCE_I,0:01:00,57.74,12.42,4638.63512083918,1.40994,4.20219,-0.0123382,0.187476,0.089053,0.0857298,0.128466,1,0.0314212,0.0345938,0.0896276,0.00851011,0.0165952,0.0127009,0.0615895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,1,1,1,1,1,0,0,0,0,0,0,0,2.4,NA,FOCE_I,0:01:00,42.7,12.52,4645.74368190326,1.39823,4.23042,0.0840996,0.202537,0.0741247,0.0648454,4.24473e-010,1,0.0312003,0.0339694,0.0847731,0.00860996,0.0103229,0.0154211,9.67018e-010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,1,1,1,1,1,0,0,0,0,0,1,0,2.2,NA,FOCE_I,0:01:00,49.77,13.67,4654.47669799928,1.38509,4.24155,-0.0276036,0.189046,0.121622,0.111762,0.0125077,1,0.0356842,0.0367838,0.0683299,0.00812131,0.0222935,0.020081,0.0396967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
488,1,1,1,1,1,0,0,0,0,0,0,0,2.6,NA,FOCE_I,0:01:00,32.88,13.09,4646.83369369649,1.3961,4.25704,-0.109433,0.185061,0.102064,0.0988616,0.0946063,1,0.0338764,0.0398884,0.0910804,0.00901994,0.0158004,0.0193683,0.0523275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
489,1,1,1,1,1,0,0,0,0,0,0,0,2.7,NA,FOCE_I,0:01:00,30.22,15.92,4617.87947356878,1.39926,4.25208,0.0495947,0.189555,0.0940209,0.0811188,0.0780471,1,0.0336329,0.0346474,0.0904909,0.00809505,0.0154301,0.0162083,0.0490679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
490,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:01:00,37.65,9.61,4620.31506713618,1.42143,4.24049,-0.12065,0.191981,0.0779075,0.08492,0.106562,1,0.0319249,0.0355523,0.0924972,0.00855136,0.012085,0.0177568,0.0662527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491,1,1,1,1,1,0,0,0,0,0,1,0,2.5,NA,FOCE_I,0:02:00,41.05,12.95,4661.61330521578,1.41518,4.21755,-0.123322,0.201585,0.0761147,0.10486,0.119645,1,0.0306157,0.0401197,0.104092,0.0104948,0.0130369,0.0188644,0.0799355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,1,1,1,1,1,0,0,0,0,0,0,0,2,NA,FOCE_I,0:01:00,32.33,13.13,4644.12325220784,1.43593,4.23559,-0.113367,0.186828,0.0768468,0.0974788,0.195303,1,0.0303463,0.036429,0.116095,0.0098837,0.0150865,0.0223791,0.115506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,1,1,1,1,1,0,0,0,0,0,0,0,2.7,NA,FOCE_I,0:01:00,42.95,9.83,4635.02377476205,1.41762,4.23421,0.00471022,0.183633,0.0865431,0.0882531,0.233804,1,0.0312107,0.0364276,0.111766,0.00753312,0.0150326,0.0174219,0.0783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,1,1,1,1,1,0,0,0,0,0,0,0,2.6,NA,FOCE_I,0:01:00,63.66,7.72,4559.92504320335,1.42189,4.22599,-0.119183,0.183751,0.0893053,0.101869,2.30255e-007,1,0.0317925,0.0379851,0.0587729,0.00839168,0.0143341,0.0211361,1.76416e-007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
495,1,1,1,1,1,0,0,0,0,0,0,0,2.2,NA,FOCE_I,0:01:00,25.16,9.33,4574.73707529568,1.44665,4.28275,-0.0658862,0.188927,0.0844889,0.118931,0.106287,1,0.0310452,0.0388343,0.0918938,0.00710518,0.0126901,0.0206177,0.0957836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,1,1,1,1,1,0,0,0,0,0,1,0,2.5,NA,FOCE_I,0:01:00,30.91,10.47,4614.15002412363,1.39092,4.32942,0.0989852,0.19928,0.0814294,0.127982,0.050014,1,0.0316698,0.0399021,0.0912818,0.00890015,0.0161205,0.0185749,0.0562354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
497,1,1,1,1,1,0,0,0,0,0,0,0,2.4,NA,FOCE_I,0:01:00,28.78,8.68,4620.97342109052,1.43358,4.2618,-0.110109,0.191477,0.0966182,0.0863294,0.119352,1,0.0342582,0.0360876,0.0986039,0.00948857,0.0156002,0.0221939,0.0557016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,1,1,1,1,1,0,0,0,0,0,0,0,2.2,NA,FOCE_I,0:01:00,41.4,6.73,4597.9852239627,1.35637,4.25808,-0.225095,0.182443,0.0865895,0.0648501,7.26313e-073,1,0.0337759,0.0346396,0.0613765,0.00814691,0.0132403,0.0148131,2.6656e-073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,1,1,1,1,1,0,0,0,0,0,0,0,2.2,NA,FOCE_I,0:01:00,23.22,8.2,4688.36539798703,1.39915,4.24099,-0.154233,0.188281,0.109822,0.0947354,0.156409,1,0.0356769,0.0357286,0.100549,0.00836927,0.0165465,0.0166324,0.0698113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,1,1,1,1,1,0,0,0,0,0,0,0,2,NA,FOCE_I,0:01:00,33.62,9.05,4693.76016279431,1.38149,4.20436,0.0278259,0.193899,0.0991483,0.128839,0.117032,1,0.0347994,0.0437242,0.11919,0.00778203,0.019331,0.0208853,0.0594991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
